build,computer.platform,date,time,subject,blockcode,trialcode,latency,response,expressions.nr_targettrials_AX,expressions.nr_nontargettrials_AY,expressions.nr_nontargettrials_BX,expressions.nr_nontargettrials_BY,expressions.phase1trials,expressions.phase3trials,blocknum,trialnum,values.counttrials,values.trialtype,values.phase,values.cue,values.distractor1,values.distractor2,values.probe,stimulusitem1,correct
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,688,223,1,3,A,R,E,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,689,223,2,3,A,R,E,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AY,609,3,175,25,25,25,100,150,22,690,224,2,3,A,Q,V,D,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,691,224,2,3,A,Q,V,D,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,692,224,1,3,A,Q,V,D,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,354,2,175,25,25,25,100,150,22,693,225,1,3,A,E,V,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,694,225,1,3,A,E,V,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,695,225,1,3,A,E,V,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,338,2,175,25,25,25,100,150,22,696,226,1,3,A,I,L,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,697,226,1,3,A,I,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,698,226,1,3,A,I,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,367,2,175,25,25,25,100,150,22,699,227,1,3,A,H,Q,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,700,227,1,3,A,H,Q,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,701,227,1,3,A,H,Q,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,509,2,175,25,25,25,100,150,22,702,228,1,3,A,H,Q,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,703,228,1,3,A,H,Q,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,704,228,1,3,A,H,Q,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,421,2,175,25,25,25,100,150,22,705,229,1,3,A,H,G,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,706,229,1,3,A,H,G,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,707,229,1,3,A,H,G,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,534,2,175,25,25,25,100,150,22,708,230,1,3,A,E,Z,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,709,230,1,3,A,E,Z,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,710,230,1,3,A,E,Z,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,553,2,175,25,25,25,100,150,22,711,231,1,3,A,O,M,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,712,231,1,3,A,O,M,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,713,231,4,3,A,O,M,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,BY,431,3,175,25,25,25,100,150,22,714,232,4,3,D,C,V,P,D,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,715,232,4,3,D,C,V,P,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,716,232,2,3,D,C,V,P,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AY,531,3,175,25,25,25,100,150,22,717,233,2,3,A,O,P,J,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,718,233,2,3,A,O,P,J,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,719,233,1,3,A,O,P,J,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,503,2,175,25,25,25,100,150,22,720,234,1,3,A,C,R,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,721,234,1,3,A,C,R,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,722,234,1,3,A,C,R,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,339,2,175,25,25,25,100,150,22,723,235,1,3,A,O,U,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,724,235,1,3,A,O,U,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,725,235,4,3,A,O,U,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,BY,329,3,175,25,25,25,100,150,22,726,236,4,3,Z,I,F,G,Z,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,727,236,4,3,Z,I,F,G,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,728,236,1,3,Z,I,F,G,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,297,2,175,25,25,25,100,150,22,729,237,1,3,A,H,N,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,730,237,1,3,A,H,N,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,731,237,1,3,A,H,N,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,307,2,175,25,25,25,100,150,22,732,238,1,3,A,B,C,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,733,238,1,3,A,B,C,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,734,238,1,3,A,B,C,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,296,2,175,25,25,25,100,150,22,735,239,1,3,A,V,L,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,736,239,1,3,A,V,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,737,239,2,3,A,V,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AY,363,2,175,25,25,25,100,150,22,738,240,2,3,A,J,N,T,A,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,739,240,2,3,A,J,N,T,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,740,240,1,3,A,J,N,T,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,305,2,175,25,25,25,100,150,22,741,241,1,3,A,B,I,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,742,241,1,3,A,B,I,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,743,241,3,3,A,B,I,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,BX,325,3,175,25,25,25,100,150,22,744,242,3,3,D,U,F,X,D,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,745,242,3,3,D,U,F,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,746,242,1,3,D,U,F,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,327,2,175,25,25,25,100,150,22,747,243,1,3,A,M,J,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,748,243,1,3,A,M,J,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,749,243,1,3,A,M,J,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,429,2,175,25,25,25,100,150,22,750,244,1,3,A,C,F,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,751,244,1,3,A,C,F,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,752,244,3,3,A,C,F,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,BX,306,3,175,25,25,25,100,150,22,753,245,3,3,S,T,L,X,S,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,754,245,3,3,S,T,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,755,245,1,3,S,T,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,315,2,175,25,25,25,100,150,22,756,246,1,3,A,V,P,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,757,246,1,3,A,V,P,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,758,246,1,3,A,V,P,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,315,2,175,25,25,25,100,150,22,759,247,1,3,A,G,Q,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,760,247,1,3,A,G,Q,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,761,247,1,3,A,G,Q,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,340,2,175,25,25,25,100,150,22,762,248,1,3,A,N,L,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,763,248,1,3,A,N,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,764,248,1,3,A,N,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,344,2,175,25,25,25,100,150,22,765,249,1,3,A,B,L,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,766,249,1,3,A,B,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,trialselector,0,0,175,25,25,25,100,150,22,767,249,1,3,A,B,L,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,AX,341,2,175,25,25,25,100,150,22,768,250,1,3,A,P,H,X,A,1
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,769,250,1,3,A,P,H,X,0,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_pres_instruct,trial8_pres_instruct2,1868,57,175,25,25,25,100,150,23,1,250,1,3,A,P,H,X,Remember the long list which you practiced learning multiple times?,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_pres_instruct,trial8_pres_instruct3,1884,57,175,25,25,25,100,150,23,2,250,1,3,A,P,H,X,Remember the long list which you practiced learning multiple times?   Please type in as many of those words as you can remember in any order that comes to mind.,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_recall,trial8_recall_response1,5623,bell,175,25,25,25,100,150,24,1,250,1,3,A,P,H,X,recallrect2_empty,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_recall,trial8_recall_response2,1513,coffee,175,25,25,25,100,150,24,2,250,1,3,A,P,H,X,recallrect1_full,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_recall,trial8_recall_response3,1526,drum,175,25,25,25,100,150,24,3,250,1,3,A,P,H,X,recallrect1_full,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_recall,trial8_recall_response4,1633,curtain,175,25,25,25,100,150,24,4,250,1,3,A,P,H,X,recallrect1_full,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_recall,trial8_recall_response5,1193,farmer,175,25,25,25,100,150,24,5,250,1,3,A,P,H,X,recallrect1_full,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_recall,trial8_recall_response6,1035,river,175,25,25,25,100,150,24,6,250,1,3,A,P,H,X,recallrect1_full,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_recall,trial8_recall_response7,2547,school,175,25,25,25,100,150,24,7,250,1,3,A,P,H,X,recallrect1_full,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,rey_trial8_recall,trial8_recall_response8,1059,,175,25,25,25,100,150,24,8,250,1,3,A,P,H,X,recallrect1_full,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,end_page,End,2094,57,175,25,25,25,100,150,26,1,250,1,3,A,P,H,X,This is a pilot of a neurocognitive task that is assessing memory and attention.,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,end_page,End1,947,57,175,25,25,25,100,150,26,2,250,1,3,A,P,H,X,This is a pilot of a neurocognitive task that is assessing memory and attention.  This task will be used to help us better understand PTSD in War Veterans.,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,end_page,End2,442,57,175,25,25,25,100,150,26,3,250,1,3,A,P,H,X,This is a pilot of a neurocognitive task that is assessing memory and attention.  This task will be used to help us better understand PTSD in War Veterans.  Not all veterans are getting the care that works best for them.,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,end_page,End3,151,57,175,25,25,25,100,150,26,4,250,1,3,A,P,H,X,This is a pilot of a neurocognitive task that is assessing memory and attention.  This task will be used to help us better understand PTSD in War Veterans.  Not all veterans are getting the care that works best for them.  Our goal is to ensure veterans are getting the most effective and personalized treatment.,0
5.0.6.0,mac,12217,2:00:40,A3IS28VQS5T5DE,end_page,End4,512,57,175,25,25,25,100,150,26,5,250,1,3,A,P,H,X,This is a pilot of a neurocognitive task that is assessing memory and attention.  This task will be used to help us better understand PTSD in War Veterans.   Not all veterans are getting the care that works best for them.  Our goal is to ensure veterans are getting the most effective and personalized treatment.  Your participation in this task has helped us move towards reaching that goal!,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct1,1000,0,175,25,25,25,100,150,2,1,0,0,0,0,0,0,0,Task 1,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct2,2528,57,175,25,25,25,100,150,2,2,0,0,0,0,0,0,0,"This task may seem a bit difficult in the beginning, but usually it gets easier as we go along.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct3,932,57,175,25,25,25,100,150,2,3,0,0,0,0,0,0,0,"This task may seem a bit difficult in the beginning, but usually it gets easier as we go along.  You are going to see words appear on the screen one by one.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct4,2416,57,175,25,25,25,100,150,2,4,0,0,0,0,0,0,0,"This task may seem a bit difficult in the beginning, but usually it gets easier as we go along.   You are going to see words appear on the screen one by one.  After all the words have finished appearing on the screen, you will be asked to type in as many of the words as you can remember.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct5,1789,57,175,25,25,25,100,150,2,5,0,0,0,0,0,0,0,You can type them in any order that comes to mind.,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct6,2329,57,175,25,25,25,100,150,2,6,0,0,0,0,0,0,0,You can type them in any order that comes to mind.   Try not to repeat yourself by giving the same word more than once.,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct7,3237,57,175,25,25,25,100,150,2,7,0,0,0,0,0,0,0,"You can type them in any order that comes to mind.   Try not to repeat yourself by giving the same word more than once.   Remember, the order does not matter and it is okay if you cannot remember some words.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct8,9481,57,175,25,25,25,100,150,2,8,0,0,0,0,0,0,0,"You can type them in any order that comes to mind.   Try not to repeat yourself by giving the same word more than once.   Remember, the order does not matter and it is okay if you cannot remember some words.   You are then going to do this task a few more times to see how many words you can eventually learn.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_pres_instruct,trial1_pres_instruct9,224,57,175,25,25,25,100,150,2,9,0,0,0,0,0,0,0,Press spacebar when you are ready to begin the task.,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_recall,trial1_recall_response1,3185,drum,175,25,25,25,100,150,4,1,0,0,0,0,0,0,0,recallrect2_empty,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_recall,trial1_recall_response2,1876,curtain,175,25,25,25,100,150,4,2,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_recall,trial1_recall_response3,776,bell,175,25,25,25,100,150,4,3,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_recall,trial1_recall_response4,1564,coffee,175,25,25,25,100,150,4,4,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_recall,trial1_recall_response5,1545,school,175,25,25,25,100,150,4,5,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial1_recall,trial1_recall_response6,1066,,175,25,25,25,100,150,4,6,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_pres_instruct,trial2_pres_instruct1,1161,57,175,25,25,25,100,150,5,1,0,0,0,0,0,0,0,"Good, that was a good beginning.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_pres_instruct,trial2_pres_instruct2,638,57,175,25,25,25,100,150,5,2,0,0,0,0,0,0,0,"Good, that was a good beginning.   Now, you will see the same words you saw before.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_pres_instruct,trial2_pres_instruct3,3125,57,175,25,25,25,100,150,5,3,0,0,0,0,0,0,0,"Good, that was a good beginning.   Now, you will see the same words you saw before.   At the end, you will be asked to type in as many words as you can remember including all the words you remembered on the first trial.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_recall,trial2_recall_response1,2667,drum,175,25,25,25,100,150,7,1,0,0,0,0,0,0,0,recallrect2_empty,0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_recall,trial2_recall_response2,1845,curtain,175,25,25,25,100,150,7,2,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_recall,trial2_recall_response3,776,bell,175,25,25,25,100,150,7,3,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_recall,trial2_recall_response4,1013,coffe,175,25,25,25,100,150,7,4,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_recall,trial2_recall_response5,4419,school,175,25,25,25,100,150,7,5,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_recall,trial2_recall_response6,1057,parent,175,25,25,25,100,150,7,6,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial2_recall,trial2_recall_response7,976,,175,25,25,25,100,150,7,7,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_pres_instruct,trial3_pres_instruct1,2931,57,175,25,25,25,100,150,8,1,0,0,0,0,0,0,0,"Good, that was a good beginning.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_pres_instruct,trial3_pres_instruct2,185,57,175,25,25,25,100,150,8,2,0,0,0,0,0,0,0,"Good, that was a good beginning.   Now, you will see the same words you saw before.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_pres_instruct,trial3_pres_instruct3,742,57,175,25,25,25,100,150,8,3,0,0,0,0,0,0,0,"Good, that was a good beginning.   Now, you will see the same words you saw before.   At the end, you will be asked to type in as many words as you can remember including all the words you remembered on the first trial.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_recall,trial3_recall_response1,4055,drum,175,25,25,25,100,150,10,1,0,0,0,0,0,0,0,recallrect2_empty,0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_recall,trial3_recall_response2,1425,curtain,175,25,25,25,100,150,10,2,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_recall,trial3_recall_response3,774,bell,175,25,25,25,100,150,10,3,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_recall,trial3_recall_response4,2444,cofee,175,25,25,25,100,150,10,4,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_recall,trial3_recall_response5,1640,school,175,25,25,25,100,150,10,5,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_recall,trial3_recall_response6,1188,parent,175,25,25,25,100,150,10,6,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_recall,trial3_recall_response7,996,moon,175,25,25,25,100,150,10,7,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial3_recall,trial3_recall_response8,535,,175,25,25,25,100,150,10,8,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_pres_instruct,trial4_pres_instruct1,285,57,175,25,25,25,100,150,11,1,0,0,0,0,0,0,0,"Good, that was a good beginning.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_pres_instruct,trial4_pres_instruct2,828,57,175,25,25,25,100,150,11,2,0,0,0,0,0,0,0,"Good, that was a good beginning.   Now, you will see the same words you saw before.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_pres_instruct,trial4_pres_instruct3,2277,57,175,25,25,25,100,150,11,3,0,0,0,0,0,0,0,"Good, that was a good beginning.   Now, you will see the same words you saw before.   At the end, you will be asked to type in as many words as you can remember including all the words you remembered on the first trial.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response1,1926,drum,175,25,25,25,100,150,13,1,0,0,0,0,0,0,0,recallrect2_empty,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response2,1224,curtain,175,25,25,25,100,150,13,2,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response3,780,bell,175,25,25,25,100,150,13,3,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response4,2122,coffee,175,25,25,25,100,150,13,4,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response5,1226,school,175,25,25,25,100,150,13,5,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response6,1557,parent,175,25,25,25,100,150,13,6,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response7,2257,garden,175,25,25,25,100,150,13,7,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response8,1103,moon,175,25,25,25,100,150,13,8,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial4_recall,trial4_recall_response9,974,,175,25,25,25,100,150,13,9,0,0,0,0,0,0,0,recallrect1_full,0
5.0.6.0,win,12117,19:01:38,1,rey_trial5_pres_instruct,trial5_pres_instruct1,521,57,175,25,25,25,100,150,14,1,0,0,0,0,0,0,0,"Good, that was a good beginning.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial5_pres_instruct,trial5_pres_instruct2,310,57,175,25,25,25,100,150,14,2,0,0,0,0,0,0,0,"Good, that was a good beginning.   Now, you will see the same words you saw before.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial5_pres_instruct,trial5_pres_instruct3,2338,57,175,25,25,25,100,150,14,3,0,0,0,0,0,0,0,"Good, that was a good beginning.   Now, you will see the same words you saw before.   At the end, you will be asked to type in as many words as you can remember including all the words you remembered on the first trial.",0
5.0.6.0,win,12117,19:01:38,1,rey_trial5_recall,trial5_recall_response1,2676,drum,175,25,25,25,100,150,16,1,0,0,0,0,0,0,0,recallrect2_empty,0
